Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,,K16-018117,CS06,A334455,3/17/2016,4/5/2016,19,STRAY,FIELD,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,2/9/2016,K18-027218,TX,A368020,2/9/2018,2/9/2018,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,WINDSOR,,,,1
,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,8/11/2014,K16-020248,CS06,A340739,8/11/2016,8/20/2016,9,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
OWEN,DOG,AUST SHEPHERD/MIX,BLACK/WHITE,Neutered,MED,6/19/2008,K14-009384,DS79,A308127,6/19/2014,6/20/2014,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
SMOKEY,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,10/17/2010,K15-016182,CS04,A327810,9/29/2015,11/28/2015,60,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
TIN TIN,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,1/3/2011,K17-022084,DA03,A346893,1/3/2017,1/12/2017,9,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,,K16-020035,CS06,A340239,7/30/2016,8/2/2016,3,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
KAZ,CAT,SIAMESE,SEAL PT,Neutered,KITTN,2/17/2017,K17-024308,CA02,A354742,7/7/2017,7/18/2017,11,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
GONZO,DOG,CHIHUAHUA SH,BLACK/WHITE,Male,TOY,11/4/1999,K14-011583,DS70,A313367,11/1/2014,11/4/2014,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
ROXY/CHICA,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Female,SMALL,1/28/2013,K16-017625,TRUCK,A332508,1/28/2016,1/28/2016,0,STRAY,FIELD,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.280393, -122.464588)",1
MOJO,DOG,CHIHUAHUA SH/MIX,TAN,Neutered,TOY,4/24/1995,K14-008580,DS96,A305844,4/24/2014,4/24/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*LIL KUMA,OTHER,COLD WATER,BROWN,Unknown,SMALL,,K13-007138,LOBBY,A300909,12/24/2013,1/7/2014,14,STRAY,BORN_HERE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
LIZZIE,CAT,DOMESTIC MH,BLACK,Spayed,SMALL,12/19/2000,K15-016926,SMM,A329897,11/28/2015,12/19/2015,21,STRAY,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
NESSA,DOG,PIT BULL,WHITE/BROWN,Spayed,LARGE,9/27/2011,K14-011462,DS79,A285425,10/25/2014,10/25/2014,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
ROCKY,DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,9/15/2016,K17-024412,DS68,A355628,7/15/2017,7/15/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,OTHER,RAT,PINK,Unknown,SMALL,,K18-027994,CI02,A371183,4/24/2018,4/28/2018,4,STRAY,OVER THE COUNTER,TRANSFER,RATTIE RAT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94517,"94517(37.911752, -121.909739)",1
*RICKY,DOG,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,4/29/2008,K14-008525,DA06,A305628,4/19/2014,5/2/2014,13,STRAY,FIELD,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
KALI,DOG,YORKSHIRE TERR,AGOUTI,Spayed,TOY,,K17-023783,DS49,A347302,6/5/2017,6/10/2017,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,DOG,SIBERIAN HUSKY,BLACK/WHITE,Unknown,MED,,K17-023015,DQ116,A350831,4/4/2017,5/3/2017,29,CONFISCATE,FLD_LIVSTK,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
MOLLY,DOG,LABRADOR RETR,YELLOW,Spayed,MED,5/22/2005,K15-014104,DS79,A322343,5/22/2015,5/23/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
CATALEA,DOG,PIT BULL,BLUE/WHITE,Female,LARGE,8/9/2012,K14-010192,DS57,A309985,8/9/2014,8/27/2014,18,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,,,,1
SIMBA,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,9/26/2008,K14-008045,DQ118,A239621,3/12/2014,3/12/2014,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541541, -122.809202)",1
LUNA,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,MED,8/11/2011,K15-012529,DA28,A280640,1/24/2015,2/3/2015,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94931,"94931(38.325442, -122.71081)",1
DRAGON,DOG,PARSON RUSS TER/MIX,BLUE/TAN,Neutered,SMALL,1/17/2013,K13-007180,DA43,A301015,12/28/2013,1/18/2014,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*CINDY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,7/24/2015,K15-016543,LOBBY,A329179,10/24/2015,11/28/2015,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,DOG,PIT BULL,GRAY/WHITE,Male,X-LRG,,K18-027724,DQ108,A370584,4/3/2018,4/26/2018,23,STRAY,FIELD,EUTHANIZE,BEH SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1
,OTHER,HORSE,RED,Female,LARGE,,K14-007734,CHANGE,A302805,2/15/2014,2/17/2014,2,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,,SANTA ROSA,OUT OF COUNTY,,,1
,CAT,DOMESTIC MH,TAN,Female,SMALL,,K15-016809,SMM,A329703,11/16/2015,11/19/2015,3,STRAY,FIELD,EUTHANIZE,ILL SEVERE,HEALTHY,UNTREATABLE,SANTA ROSA,,,,1
*VERONICA,OTHER,RABBIT SH,BLACK,Spayed,SMALL,3/20/2016,K17-024946,CA01,A357515,8/21/2017,9/29/2017,39,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*MARLEY,CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,3/5/2014,K14-008491,LOBBY,A305429,4/16/2014,5/3/2014,17,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403(38.486997, -122.749134)",1
ANNIKA,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,7/20/2014,K16-019879,CI02,A339934,7/20/2016,7/29/2016,9,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
DARLA,DOG,PIT BULL,WHITE,Female,MED,,K16-017382,DS87,A329588,1/7/2016,1/20/2016,13,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
SPADE,DOG,PIT BULL/MIX,WHITE/BLACK,Neutered,LARGE,8/8/2011,K15-014369,DS75,A288042,6/8/2015,6/18/2015,10,CONFISCATE,FLD_EVICT,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*HANNAH,CAT,SIAMESE,LILAC PT,Spayed,SMALL,12/7/2015,K17-026591,CA03,A365356,12/7/2017,1/6/2018,30,OWNER SURRENDER,FIELD,EUTHANIZE,ILL SEVERE,HEALTHY,UNTREATABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
SAMPSON,CAT,SNOWSHOE,SEAL PT/WHITE,Neutered,SMALL,,K15-013601,CA02,A320780,4/16/2015,4/24/2015,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*ARIEL,DOG,CHIHUAHUA SH,TRICOLOR,Spayed,TOY,8/27/2013,K14-007906,DA46,A303347,2/27/2014,3/8/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,67216,"67216(37.614904, -97.315184)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,4/7/2016,K16-019163,CS06,A337994,6/4/2016,6/14/2016,10,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
FRANCESCA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,7/29/2015,K16-017639,LOBBY,A332533,1/29/2016,2/3/2016,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95412,"95412(38.705157, -123.351858)",1
CHAPPO,DOG,DACHSHUND,BROWN,Neutered,SMALL,,K18-027295,DA15,A018291,2/15/2018,2/16/2018,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,,,1
EMMA,CAT,DOMESTIC SH,BLACK,Female,KITTN,5/27/2017,K17-024146,CA03,A354503,6/27/2017,6/28/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
PANDA,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,4/22/2016,K16-019415,CS04,A338719,6/24/2016,7/26/2016,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
JOEY,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,4/2/2017,K17-026516,CA02,A355499,12/1/2017,12/6/2017,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
DRAKE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,1/25/2014,K16-017452,DA28,A331865,1/13/2016,2/2/2016,20,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K16-021103,RECEIVING,A343336,10/8/2016,10/8/2016,0,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
SOPHIE,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,9/13/2015,K15-016787,LOBBY,A329664,11/13/2015,12/12/2015,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*DAXTER,OTHER,RABBIT SH,WHITE/BROWN,Neutered,SMALL,5/22/2013,K14-008783,TX,A306417,5/9/2014,5/22/2014,13,STRAY,FIELD,DIED,IN SURGERY,HEALTHY,DEAD,SANTA ROSA,,,,1
*WENDY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,6/22/2014,K14-009759,LOBBY,A308961,7/11/2014,8/30/2014,50,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,OTHER,CHICKEN,RED/BROWN,Male,SMALL,,K14-007564,CS06,A302230,2/1/2014,5/1/2014,89,CONFISCATE,FLD_CRUEL,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,4/25/2017,K17-025028,CS06,A358583,8/25/2017,8/31/2017,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,UNKNOWN,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
MAC,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,5/19/2012,K16-021616,DS65,A283779,11/17/2016,11/29/2016,12,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
ALLIE,CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,5/13/2013,K16-018748,CA02,A336666,5/6/2016,5/13/2016,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
LEO,DOG,CHIHUAHUA LH/MIX,BLACK,Neutered,SMALL,8/29/2011,K17-023711,DA01,A296268,6/1/2017,7/8/2017,37,STRAY,FIELD,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*PINTO,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,6/11/2017,K17-026137,DA41,A363802,11/1/2017,11/21/2017,20,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*BONNIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,4/9/2016,K16-019367,LOBBY,A338618,6/21/2016,6/25/2016,4,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*TROY,DOG,DOBERMAN PINSCH,BLACK/TAN,Neutered,LARGE,9/2/2013,K14-010574,FOSTER,A311008,9/2/2014,9/16/2014,14,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
CLEMENTINE,CAT,DOMESTIC LH,ORANGE,Spayed,SMALL,,K17-026232,TX,A363942,11/8/2017,11/11/2017,3,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95442,"95442(38.371317, -122.520506)",1
*PARSLEY,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,6/10/2014,K14-010731,CA02,A311426,9/10/2014,9/26/2014,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*BUBBLES,OTHER,RABBIT SH,WHITE/BROWN,Spayed,SMALL,12/10/2012,K14-012031,CA01,A314776,12/10/2014,1/13/2015,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*GABBY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,9/5/2014,K14-011218,WESTFARM,A312672,10/11/2014,11/10/2014,30,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95457,"95457(38.875468, -122.566723)",1
,OTHER,HORSE,GRAY,Female,LARGE,,K14-007735,CHANGE,A302806,2/15/2014,2/17/2014,2,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,,SANTA ROSA,OUT OF COUNTY,,,1
SADIE,DOG,POODLE MIN,CREAM,Female,PUPPY,2/21/2017,K17-024506,DS96,A355881,7/21/2017,7/22/2017,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,95843,"95843(38.715607, -121.364445)",1
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,4/4/2015,K15-013444,CS06,A319818,4/4/2015,4/4/2015,0,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,HEALTHY,WINDSOR,COUNTY,95407,"95407(38.403734, -122.736775)",1
WESS,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Male,MED,,K16-017795,TRUCK,A333106,2/16/2016,2/16/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SHADOW,DOG,CHIHUAHUA SH,BLACK/WHITE,Spayed,SMALL,10/24/2005,K14-011447,DQ114,A313050,10/24/2014,1/25/2015,93,STRAY,FIELD,TRANSFER,HSIMC,HEALTHY,UNTREATABLE,COUNTY,,,,1
STARLA,DOG,DACHSHUND WH/CAIRN TERRIER,BLACK/WHITE,Spayed,SMALL,2/18/2012,K14-007747,DA02,A302851,2/18/2014,3/4/2014,14,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*SONOMA,95476,"95476(38.280393, -122.464588)",1
,OTHER,CHICKEN,RED/BROWN,Male,SMALL,,K14-007547,CS06,A302213,2/1/2014,5/1/2014,89,CONFISCATE,FLD_CRUEL,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,DOG,PIT BULL,BLUE,Female,MED,,K18-027585,TRUCK,A369458,3/18/2018,3/18/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
ROCKIE,DOG,GERM SHEPHERD,TAN,Spayed,LARGE,5/13/2004,K15-013628,DS66,A222179,4/18/2015,5/12/2015,24,CONFISCATE,FLD_EVICT,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,UNTREATABLE,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,OTHER,CHICKEN,BROWN/RED,Male,SMALL,,K14-007654,LS01,A302484,2/8/2014,5/1/2014,82,CONFISCATE,FLD_CRUEL,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,5/7/2016,K16-019192,CA03,A338043,6/7/2016,6/29/2016,22,STRAY,COMM CAT,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
LUNA,DOG,BOSTON TERRIER/MIX,BR BRINDLE/WHITE,Spayed,MED,7/14/2011,K15-013185,DS79,A279485,3/17/2015,3/26/2015,9,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
*RASCAL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,6/5/2017,K17-024247,LOBBY,A354689,7/5/2017,8/4/2017,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
ENRIQUE,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,2/7/2013,K15-012726,DA46,A316615,2/7/2015,2/19/2015,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
LACEY,DOG,PARSON RUSS TER,WHITE/BROWN,Spayed,SMALL,3/25/2007,K16-017516,DS82,A212709,1/20/2016,1/21/2016,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
LOLA,DOG,AMERICAN STAFF/PIT BULL,BLUE/WHITE,Female,,,K14-009868,DQ116,A031601,7/18/2014,8/11/2014,24,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
RUSTY,DOG,GOLDEN RETR,BROWN,Male,MED,,K16-020029,DS81,A340226,7/29/2016,8/2/2016,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Female,SMALL,11/15/2008,K15-016806,SMM,A329698,11/15/2015,11/25/2015,10,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
CLYDE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,5/14/2016,K16-019859,MAC,A339890,7/19/2016,9/16/2016,59,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
MILEY,DOG,CHIHUAHUA SH,BROWN/WHITE,Female,TOY,10/4/2013,K14-011046,DS49,A312332,9/30/2014,10/4/2014,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*TRIBAL RESV,OUT OF COUNTY,94590,"94590(38.104843, -122.246963)",1
SCRAPPY,DOG,GERM SHEPHERD/MIX,TAN/BROWN,Neutered,LARGE,3/9/2007,K17-026055,DA11,A200994,10/26/2017,11/22/2017,27,STRAY,OVER THE COUNTER,TRANSFER,EBSPCA,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94805,"94805(37.941502, -122.32399)",1
*KRIS,DOG,SIBERIAN HUSKY/MIX,BLACK/TAN,Spayed,PUPPY,3/26/2017,K17-024134,DI098,A354489,6/27/2017,6/28/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*PAT,OTHER,CANARY,YELLOW,Unknown,SMALL,,K16-019429,LOBBY,A338771,6/25/2016,7/2/2016,7,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
CHANCE,DOG,GREAT DANE/LABRADOR RETR,BLACK/WHITE,Neutered,X-LRG,5/28/2009,K14-008388,DS81,A240933,4/10/2014,5/2/2014,22,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,AN RESC AV,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,,,1
ANGEL,DOG,DACHSHUND/CHIHUAHUA SH,BLACK/TAN,Female,SMALL,11/22/2013,K17-026414,DA29,A364864,11/22/2017,11/22/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
GEMINI,DOG,ROTTWEILER/AKITA,TAN,Female,LARGE,5/3/2009,K15-014618,DS81,A252013,6/25/2015,6/27/2015,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
PENNY,DOG,MALTESE/MIX,TAN,Spayed,SMALL,2/9/2017,K18-026947,DS82,A366730,1/8/2018,1/9/2018,1,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*TRIXIE,DOG,CHIHUAHUA SH,BLACK/WHITE,Spayed,TOY,1/31/2013,K14-007533,DA47,A302194,1/31/2014,2/11/2014,11,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*HEALDSBURG,WINDSOR,95492,"95492(38.541541, -122.809202)",1
MAGIC,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,3/18/2002,K17-022830,SMM,A349685,3/17/2017,3/21/2017,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,,K16-018626,CS06,A336102,4/27/2016,4/30/2016,3,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
